log_id,user_id,activity_date,device_type,minutes_streamed,ad_clicks_avoided,signup_date,plan_type,payment_method,status,cancellation_date
LOG_102609,USR_0151,2025-03-21,Mobile,77,3,2025-03-05,Student,PayPal,Active,
LOG_102610,USR_0151,2025-03-25,Mobile,55,1,2025-03-05,Student,PayPal,Active,
LOG_102611,USR_0151,2025-03-29,Mobile,8,6,2025-03-05,Student,PayPal,Active,
LOG_102612,USR_0151,2025-04-02,Mobile,91,5,2025-03-05,Student,PayPal,Active,
LOG_102613,USR_0151,2025-04-06,TV,21,0,2025-03-05,Student,PayPal,Active,
LOG_102614,USR_0151,2025-04-10,TV,23,5,2025-03-05,Student,PayPal,Active,
LOG_102615,USR_0151,2025-04-14,TV,45,0,2025-03-05,Student,PayPal,Active,
LOG_102616,USR_0151,2025-04-18,Desktop,40,5,2025-03-05,Student,PayPal,Active,
LOG_102617,USR_0151,2025-04-22,Desktop,74,3,2025-03-05,Student,PayPal,Active,
LOG_102618,USR_0151,2025-04-26,TV,70,3,2025-03-05,Student,PayPal,Active,
LOG_102619,USR_0151,2025-04-30,Mobile,61,2,2025-03-05,Student,PayPal,Active,
LOG_102620,USR_0151,2025-05-04,Mobile,36,2,2025-03-05,Student,PayPal,Active,
LOG_102621,USR_0151,2025-05-08,Mobile,25,4,2025-03-05,Student,PayPal,Active,
LOG_102622,USR_0151,2025-05-12,TV,121,3,2025-03-05,Student,PayPal,Active,
LOG_102623,USR_0151,2025-05-16,Mobile,5,4,2025-03-05,Student,PayPal,Active,
LOG_102624,USR_0151,2025-05-20,Mobile,31,3,2025-03-05,Student,PayPal,Active,
LOG_102625,USR_0151,2025-05-24,TV,102,2,2025-03-05,Student,PayPal,Active,
LOG_102626,USR_0151,2025-05-28,Mobile,17,3,2025-03-05,Student,PayPal,Active,
LOG_102627,USR_0151,2025-06-01,Mobile,26,4,2025-03-05,Student,PayPal,Active,
LOG_102628,USR_0151,2025-06-05,Mobile,6,1,2025-03-05,Student,PayPal,Active,
LOG_102629,USR_0151,2025-06-09,Mobile,71,5,2025-03-05,Student,PayPal,Active,
LOG_102630,USR_0151,2025-06-13,Mobile,28,2,2025-03-05,Student,PayPal,Active,
LOG_102631,USR_0151,2025-06-17,Mobile,22,1,2025-03-05,Student,PayPal,Active,
LOG_102632,USR_0151,2025-06-21,Mobile,20,2,2025-03-05,Student,PayPal,Active,
LOG_102633,USR_0151,2025-06-25,Mobile,260,3,2025-03-05,Student,PayPal,Active,
LOG_102634,USR_0151,2025-06-29,Mobile,17,5,2025-03-05,Student,PayPal,Active,
LOG_102635,USR_0151,2025-07-03,Desktop,115,2,2025-03-05,Student,PayPal,Active,
LOG_102636,USR_0151,2025-07-07,Mobile,49,2,2025-03-05,Student,PayPal,Active,
LOG_102637,USR_0151,2025-07-11,TV,104,6,2025-03-05,Student,PayPal,Active,
LOG_102638,USR_0151,2025-07-15,TV,88,0,2025-03-05,Student,PayPal,Active,
LOG_102639,USR_0151,2025-07-19,Mobile,54,6,2025-03-05,Student,PayPal,Active,
LOG_102640,USR_0151,2025-07-23,Mobile,121,3,2025-03-05,Student,PayPal,Active,
LOG_102641,USR_0151,2025-07-27,Desktop,7,4,2025-03-05,Student,PayPal,Active,
LOG_102642,USR_0151,2025-07-31,Desktop,43,1,2025-03-05,Student,PayPal,Active,
LOG_102643,USR_0151,2025-08-04,Desktop,14,5,2025-03-05,Student,PayPal,Active,
LOG_102644,USR_0152,2025-03-06,Desktop,52,0,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102645,USR_0152,2025-03-10,Mobile,53,7,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102646,USR_0152,2025-03-14,Mobile,35,5,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102647,USR_0152,2025-03-18,TV,54,2,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102648,USR_0152,2025-03-22,Mobile,92,1,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102649,USR_0152,2025-03-26,Mobile,103,2,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102650,USR_0152,2025-03-30,Mobile,23,5,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102651,USR_0152,2025-04-03,TV,43,1,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102652,USR_0152,2025-04-07,Mobile,73,6,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102653,USR_0152,2025-04-11,Mobile,9,3,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102654,USR_0152,2025-04-15,Mobile,34,3,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102655,USR_0152,2025-04-19,Mobile,77,3,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102656,USR_0152,2025-04-23,Mobile,119,6,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102657,USR_0152,2025-04-27,Mobile,19,4,2025-03-06,Individual,Credit Card,Canceled,2025-08-16
LOG_102658,USR_0153,2025-03-06,Mobile,57,4,2025-03-06,Individual,Credit Card,Active,
LOG_102659,USR_0153,2025-03-10,Mobile,34,4,2025-03-06,Individual,Credit Card,Active,
LOG_102660,USR_0153,2025-03-14,Desktop,96,2,2025-03-06,Individual,Credit Card,Active,
LOG_102661,USR_0153,2025-03-18,Mobile,26,3,2025-03-06,Individual,Credit Card,Active,
LOG_102662,USR_0153,2025-03-22,Mobile,91,4,2025-03-06,Individual,Credit Card,Active,
LOG_102663,USR_0153,2025-03-26,Mobile,58,1,2025-03-06,Individual,Credit Card,Active,
LOG_102664,USR_0153,2025-03-30,Desktop,88,3,2025-03-06,Individual,Credit Card,Active,
LOG_102665,USR_0153,2025-04-03,Mobile,32,3,2025-03-06,Individual,Credit Card,Active,
LOG_102666,USR_0153,2025-04-07,Mobile,6,3,2025-03-06,Individual,Credit Card,Active,
LOG_102667,USR_0153,2025-04-11,TV,18,4,2025-03-06,Individual,Credit Card,Active,
LOG_102668,USR_0153,2025-04-15,Desktop,30,2,2025-03-06,Individual,Credit Card,Active,
LOG_102669,USR_0153,2025-04-19,Mobile,22,2,2025-03-06,Individual,Credit Card,Active,
LOG_102670,USR_0153,2025-04-23,Mobile,10,0,2025-03-06,Individual,Credit Card,Active,
LOG_102671,USR_0153,2025-04-27,TV,116,2,2025-03-06,Individual,Credit Card,Active,
LOG_102672,USR_0153,2025-05-01,Mobile,30,2,2025-03-06,Individual,Credit Card,Active,
LOG_102673,USR_0153,2025-05-05,Mobile,70,4,2025-03-06,Individual,Credit Card,Active,
LOG_102674,USR_0153,2025-05-09,Mobile,36,4,2025-03-06,Individual,Credit Card,Active,
LOG_102675,USR_0153,2025-05-13,Mobile,39,8,2025-03-06,Individual,Credit Card,Active,
LOG_102676,USR_0153,2025-05-17,Mobile,43,3,2025-03-06,Individual,Credit Card,Active,
LOG_102677,USR_0153,2025-05-21,Mobile,22,5,2025-03-06,Individual,Credit Card,Active,
LOG_102678,USR_0153,2025-05-25,Mobile,9,4,2025-03-06,Individual,Credit Card,Active,
LOG_102679,USR_0153,2025-05-29,Desktop,60,3,2025-03-06,Individual,Credit Card,Active,
LOG_102680,USR_0153,2025-06-02,Mobile,9,2,2025-03-06,Individual,Credit Card,Active,
LOG_102681,USR_0153,2025-06-06,Mobile,43,1,2025-03-06,Individual,Credit Card,Active,
LOG_102682,USR_0153,2025-06-10,Desktop,47,2,2025-03-06,Individual,Credit Card,Active,
LOG_102683,USR_0153,2025-06-14,Mobile,47,4,2025-03-06,Individual,Credit Card,Active,
LOG_102684,USR_0153,2025-06-18,Desktop,8,4,2025-03-06,Individual,Credit Card,Active,
LOG_102685,USR_0153,2025-06-22,Mobile,47,4,2025-03-06,Individual,Credit Card,Active,
LOG_102686,USR_0153,2025-06-26,Mobile,22,5,2025-03-06,Individual,Credit Card,Active,
LOG_102687,USR_0153,2025-06-30,Desktop,37,3,2025-03-06,Individual,Credit Card,Active,
LOG_102688,USR_0153,2025-07-04,Desktop,56,4,2025-03-06,Individual,Credit Card,Active,
LOG_102689,USR_0153,2025-07-08,Mobile,37,4,2025-03-06,Individual,Credit Card,Active,
LOG_102690,USR_0153,2025-07-12,TV,93,1,2025-03-06,Individual,Credit Card,Active,
LOG_102691,USR_0153,2025-07-16,Mobile,8,0,2025-03-06,Individual,Credit Card,Active,
LOG_102692,USR_0153,2025-07-20,Mobile,27,1,2025-03-06,Individual,Credit Card,Active,
LOG_102693,USR_0154,2025-03-06,Mobile,11,4,2025-03-06,Individual,PayPal,Canceled,2025-07-21
LOG_102694,USR_0154,2025-03-10,Mobile,28,5,2025-03-06,Individual,PayPal,Canceled,2025-07-21
LOG_102695,USR_0154,2025-03-14,TV,30,3,2025-03-06,Individual,PayPal,Canceled,2025-07-21
LOG_102696,USR_0154,2025-03-18,Mobile,5,4,2025-03-06,Individual,PayPal,Canceled,2025-07-21
LOG_102697,USR_0154,2025-03-22,Mobile,36,4,2025-03-06,Individual,PayPal,Canceled,2025-07-21
LOG_102698,USR_0154,2025-03-26,Desktop,7,1,2025-03-06,Individual,PayPal,Canceled,2025-07-21
LOG_102699,USR_0154,2025-03-30,TV,84,2,2025-03-06,Individual,PayPal,Canceled,2025-07-21
LOG_102700,USR_0154,2025-04-03,Mobile,19,2,2025-03-06,Individual,PayPal,Canceled,2025-07-21
LOG_102701,USR_0155,2025-03-07,Mobile,9,5,2025-03-07,Student,Google Wallet,Active,
LOG_102702,USR_0155,2025-03-11,Mobile,60,1,2025-03-07,Student,Google Wallet,Active,
LOG_102703,USR_0155,2025-03-15,TV,23,4,2025-03-07,Student,Google Wallet,Active,
LOG_102704,USR_0155,2025-03-19,Mobile,64,1,2025-03-07,Student,Google Wallet,Active,
LOG_102705,USR_0155,2025-03-23,Desktop,18,4,2025-03-07,Student,Google Wallet,Active,
LOG_102706,USR_0155,2025-03-27,TV,76,4,2025-03-07,Student,Google Wallet,Active,
LOG_102707,USR_0155,2025-03-31,Mobile,43,5,2025-03-07,Student,Google Wallet,Active,
LOG_102708,USR_0155,2025-04-04,Mobile,33,4,2025-03-07,Student,Google Wallet,Active,
LOG_102709,USR_0156,2025-03-07,Mobile,37,4,2025-03-07,Individual,PayPal,Active,
LOG_102710,USR_0156,2025-03-11,Mobile,19,3,2025-03-07,Individual,PayPal,Active,
LOG_102711,USR_0156,2025-03-15,Desktop,25,3,2025-03-07,Individual,PayPal,Active,
LOG_102712,USR_0156,2025-03-19,Mobile,123,2,2025-03-07,Individual,PayPal,Active,
LOG_102713,USR_0156,2025-03-23,Mobile,39,6,2025-03-07,Individual,PayPal,Active,
LOG_102714,USR_0156,2025-03-27,Mobile,56,3,2025-03-07,Individual,PayPal,Active,
LOG_102715,USR_0156,2025-03-31,Mobile,12,2,2025-03-07,Individual,PayPal,Active,
LOG_102716,USR_0156,2025-04-04,Desktop,66,2,2025-03-07,Individual,PayPal,Active,
LOG_102717,USR_0156,2025-04-08,Mobile,71,4,2025-03-07,Individual,PayPal,Active,
LOG_102718,USR_0156,2025-04-12,Mobile,8,3,2025-03-07,Individual,PayPal,Active,
LOG_102719,USR_0156,2025-04-16,Mobile,6,5,2025-03-07,Individual,PayPal,Active,
LOG_102720,USR_0156,2025-04-20,Mobile,6,1,2025-03-07,Individual,PayPal,Active,
LOG_102721,USR_0156,2025-04-24,TV,37,2,2025-03-07,Individual,PayPal,Active,
LOG_102722,USR_0156,2025-04-28,TV,61,3,2025-03-07,Individual,PayPal,Active,
LOG_102723,USR_0156,2025-05-02,Mobile,345,2,2025-03-07,Individual,PayPal,Active,
LOG_102724,USR_0156,2025-05-06,Mobile,18,8,2025-03-07,Individual,PayPal,Active,
LOG_102725,USR_0156,2025-05-10,Desktop,167,3,2025-03-07,Individual,PayPal,Active,
LOG_102726,USR_0156,2025-05-14,Mobile,10,4,2025-03-07,Individual,PayPal,Active,
LOG_102727,USR_0156,2025-05-18,Mobile,53,2,2025-03-07,Individual,PayPal,Active,
LOG_102728,USR_0156,2025-05-22,TV,6,1,2025-03-07,Individual,PayPal,Active,
LOG_102729,USR_0156,2025-05-26,TV,20,5,2025-03-07,Individual,PayPal,Active,
LOG_102730,USR_0156,2025-05-30,Mobile,20,4,2025-03-07,Individual,PayPal,Active,
LOG_102731,USR_0156,2025-06-03,Mobile,6,4,2025-03-07,Individual,PayPal,Active,
LOG_102732,USR_0156,2025-06-07,TV,50,8,2025-03-07,Individual,PayPal,Active,
LOG_102733,USR_0156,2025-06-11,Mobile,64,2,2025-03-07,Individual,PayPal,Active,
LOG_102734,USR_0156,2025-06-15,Mobile,72,4,2025-03-07,Individual,PayPal,Active,
LOG_102735,USR_0156,2025-06-19,Desktop,27,6,2025-03-07,Individual,PayPal,Active,
LOG_102736,USR_0156,2025-06-23,Mobile,35,10,2025-03-07,Individual,PayPal,Active,
LOG_102737,USR_0156,2025-06-27,Mobile,15,3,2025-03-07,Individual,PayPal,Active,
LOG_102738,USR_0156,2025-07-01,Mobile,167,1,2025-03-07,Individual,PayPal,Active,
LOG_102739,USR_0156,2025-07-05,Desktop,25,6,2025-03-07,Individual,PayPal,Active,
LOG_102740,USR_0156,2025-07-09,Mobile,41,2,2025-03-07,Individual,PayPal,Active,
LOG_102741,USR_0156,2025-07-13,Mobile,69,2,2025-03-07,Individual,PayPal,Active,
LOG_102742,USR_0156,2025-07-17,Mobile,44,0,2025-03-07,Individual,PayPal,Active,
LOG_102743,USR_0157,2025-03-08,Mobile,14,6,2025-03-08,Individual,Credit Card,Active,
LOG_102744,USR_0157,2025-03-12,Mobile,60,0,2025-03-08,Individual,Credit Card,Active,
LOG_102745,USR_0157,2025-03-16,Mobile,47,5,2025-03-08,Individual,Credit Card,Active,
LOG_102746,USR_0157,2025-03-20,TV,142,1,2025-03-08,Individual,Credit Card,Active,
LOG_102747,USR_0157,2025-03-24,Mobile,12,5,2025-03-08,Individual,Credit Card,Active,
LOG_102748,USR_0157,2025-03-28,Mobile,7,3,2025-03-08,Individual,Credit Card,Active,
LOG_102749,USR_0157,2025-04-01,TV,31,7,2025-03-08,Individual,Credit Card,Active,
LOG_102750,USR_0157,2025-04-05,Mobile,8,6,2025-03-08,Individual,Credit Card,Active,
LOG_102751,USR_0157,2025-04-09,Mobile,10,4,2025-03-08,Individual,Credit Card,Active,
LOG_102752,USR_0158,2025-03-08,TV,28,1,2025-03-08,Family,Credit Card,Active,
LOG_102753,USR_0158,2025-03-12,Mobile,10,0,2025-03-08,Family,Credit Card,Active,
LOG_102754,USR_0158,2025-03-16,Desktop,21,4,2025-03-08,Family,Credit Card,Active,
LOG_102755,USR_0158,2025-03-20,Desktop,37,6,2025-03-08,Family,Credit Card,Active,
LOG_102756,USR_0158,2025-03-24,Mobile,22,1,2025-03-08,Family,Credit Card,Active,
LOG_102757,USR_0158,2025-03-28,Mobile,70,2,2025-03-08,Family,Credit Card,Active,
LOG_102758,USR_0158,2025-04-01,Mobile,92,2,2025-03-08,Family,Credit Card,Active,
LOG_102759,USR_0158,2025-04-05,Mobile,19,5,2025-03-08,Family,Credit Card,Active,
LOG_102760,USR_0158,2025-04-09,Mobile,93,4,2025-03-08,Family,Credit Card,Active,
LOG_102761,USR_0158,2025-04-13,TV,114,2,2025-03-08,Family,Credit Card,Active,
LOG_102762,USR_0158,2025-04-17,Mobile,38,9,2025-03-08,Family,Credit Card,Active,
LOG_102763,USR_0158,2025-04-21,Mobile,26,1,2025-03-08,Family,Credit Card,Active,
LOG_102764,USR_0158,2025-04-25,Desktop,67,3,2025-03-08,Family,Credit Card,Active,
LOG_102765,USR_0158,2025-04-29,Mobile,58,2,2025-03-08,Family,Credit Card,Active,
LOG_102766,USR_0158,2025-05-03,Mobile,20,5,2025-03-08,Family,Credit Card,Active,
LOG_102767,USR_0158,2025-05-07,Mobile,23,3,2025-03-08,Family,Credit Card,Active,
LOG_102768,USR_0158,2025-05-11,Desktop,120,2,2025-03-08,Family,Credit Card,Active,
LOG_102769,USR_0158,2025-05-15,Mobile,13,1,2025-03-08,Family,Credit Card,Active,
LOG_102770,USR_0158,2025-05-19,Desktop,84,1,2025-03-08,Family,Credit Card,Active,
LOG_102771,USR_0158,2025-05-23,Mobile,18,3,2025-03-08,Family,Credit Card,Active,
LOG_102772,USR_0158,2025-05-27,Mobile,32,5,2025-03-08,Family,Credit Card,Active,
LOG_102773,USR_0158,2025-05-31,Mobile,11,3,2025-03-08,Family,Credit Card,Active,
LOG_102774,USR_0158,2025-06-04,Mobile,32,2,2025-03-08,Family,Credit Card,Active,
LOG_102775,USR_0159,2025-03-09,TV,42,2,2025-03-09,Individual,PayPal,Active,
LOG_102776,USR_0159,2025-03-13,Mobile,16,3,2025-03-09,Individual,PayPal,Active,
LOG_102777,USR_0159,2025-03-17,Mobile,6,2,2025-03-09,Individual,PayPal,Active,
LOG_102778,USR_0159,2025-03-21,Mobile,10,6,2025-03-09,Individual,PayPal,Active,
LOG_102779,USR_0159,2025-03-25,Mobile,30,4,2025-03-09,Individual,PayPal,Active,
LOG_102780,USR_0159,2025-03-29,TV,47,4,2025-03-09,Individual,PayPal,Active,
LOG_102781,USR_0159,2025-04-02,Desktop,22,6,2025-03-09,Individual,PayPal,Active,
LOG_102782,USR_0159,2025-04-06,Mobile,8,0,2025-03-09,Individual,PayPal,Active,
LOG_102783,USR_0159,2025-04-10,Desktop,28,4,2025-03-09,Individual,PayPal,Active,
LOG_102784,USR_0159,2025-04-14,TV,13,1,2025-03-09,Individual,PayPal,Active,
LOG_102785,USR_0159,2025-04-18,Mobile,19,3,2025-03-09,Individual,PayPal,Active,
LOG_102786,USR_0159,2025-04-22,Mobile,36,7,2025-03-09,Individual,PayPal,Active,
LOG_102787,USR_0159,2025-04-26,Mobile,26,2,2025-03-09,Individual,PayPal,Active,
LOG_102788,USR_0159,2025-04-30,Mobile,7,2,2025-03-09,Individual,PayPal,Active,
LOG_102789,USR_0159,2025-05-04,Desktop,34,2,2025-03-09,Individual,PayPal,Active,
LOG_102790,USR_0159,2025-05-08,Mobile,7,4,2025-03-09,Individual,PayPal,Active,
LOG_102791,USR_0159,2025-05-12,Mobile,88,2,2025-03-09,Individual,PayPal,Active,
LOG_102792,USR_0159,2025-05-16,TV,22,3,2025-03-09,Individual,PayPal,Active,
LOG_102793,USR_0159,2025-05-20,Desktop,8,1,2025-03-09,Individual,PayPal,Active,
LOG_102794,USR_0160,2025-03-09,TV,11,5,2025-03-09,Family,Google Wallet,Canceled,2025-04-24
LOG_102795,USR_0160,2025-03-13,Mobile,168,1,2025-03-09,Family,Google Wallet,Canceled,2025-04-24
LOG_102796,USR_0160,2025-03-17,Mobile,100,1,2025-03-09,Family,Google Wallet,Canceled,2025-04-24
LOG_102797,USR_0160,2025-03-21,Mobile,33,4,2025-03-09,Family,Google Wallet,Canceled,2025-04-24
LOG_102798,USR_0160,2025-03-25,TV,171,4,2025-03-09,Family,Google Wallet,Canceled,2025-04-24
LOG_102799,USR_0160,2025-03-29,Mobile,54,3,2025-03-09,Family,Google Wallet,Canceled,2025-04-24
LOG_102800,USR_0160,2025-04-02,Mobile,24,2,2025-03-09,Family,Google Wallet,Canceled,2025-04-24
LOG_102801,USR_0160,2025-04-06,Mobile,32,5,2025-03-09,Family,Google Wallet,Canceled,2025-04-24
LOG_102802,USR_0160,2025-04-10,Mobile,43,1,2025-03-09,Family,Google Wallet,Canceled,2025-04-24
LOG_102803,USR_0160,2025-04-14,Mobile,63,4,2025-03-09,Family,Google Wallet,Canceled,2025-04-24
LOG_102804,USR_0160,2025-04-18,Mobile,14,5,2025-03-09,Family,Google Wallet,Canceled,2025-04-24
LOG_102805,USR_0160,2025-04-22,Mobile,20,4,2025-03-09,Family,Google Wallet,Canceled,2025-04-24
LOG_102806,USR_0161,2025-03-09,TV,12,0,2025-03-09,Individual,Google Wallet,Active,
LOG_102807,USR_0161,2025-03-13,Mobile,133,6,2025-03-09,Individual,Google Wallet,Active,
LOG_102808,USR_0161,2025-03-17,Mobile,16,4,2025-03-09,Individual,Google Wallet,Active,
LOG_102809,USR_0161,2025-03-21,Mobile,39,3,2025-03-09,Individual,Google Wallet,Active,
LOG_102810,USR_0161,2025-03-25,Mobile,28,7,2025-03-09,Individual,Google Wallet,Active,
LOG_102811,USR_0162,2025-03-10,Mobile,18,2,2025-03-10,Individual,Credit Card,Active,
LOG_102812,USR_0162,2025-03-14,Mobile,128,4,2025-03-10,Individual,Credit Card,Active,
LOG_102813,USR_0162,2025-03-18,Mobile,47,2,2025-03-10,Individual,Credit Card,Active,
LOG_102814,USR_0162,2025-03-22,Mobile,77,2,2025-03-10,Individual,Credit Card,Active,
LOG_102815,USR_0162,2025-03-26,Desktop,24,2,2025-03-10,Individual,Credit Card,Active,
LOG_102816,USR_0162,2025-03-30,Mobile,68,2,2025-03-10,Individual,Credit Card,Active,
LOG_102817,USR_0162,2025-04-03,Mobile,98,1,2025-03-10,Individual,Credit Card,Active,
LOG_102818,USR_0162,2025-04-07,Desktop,9,2,2025-03-10,Individual,Credit Card,Active,
LOG_102819,USR_0162,2025-04-11,Mobile,23,6,2025-03-10,Individual,Credit Card,Active,
LOG_102820,USR_0162,2025-04-15,Mobile,13,4,2025-03-10,Individual,Credit Card,Active,
LOG_102821,USR_0162,2025-04-19,Mobile,14,5,2025-03-10,Individual,Credit Card,Active,
LOG_102822,USR_0162,2025-04-23,TV,51,3,2025-03-10,Individual,Credit Card,Active,
LOG_102823,USR_0162,2025-04-27,Mobile,27,2,2025-03-10,Individual,Credit Card,Active,
LOG_102824,USR_0162,2025-05-01,Mobile,54,5,2025-03-10,Individual,Credit Card,Active,
LOG_102825,USR_0162,2025-05-05,Mobile,64,4,2025-03-10,Individual,Credit Card,Active,
LOG_102826,USR_0162,2025-05-09,Mobile,118,1,2025-03-10,Individual,Credit Card,Active,
LOG_102827,USR_0162,2025-05-13,Mobile,75,2,2025-03-10,Individual,Credit Card,Active,
LOG_102828,USR_0162,2025-05-17,Mobile,157,1,2025-03-10,Individual,Credit Card,Active,
LOG_102829,USR_0162,2025-05-21,Mobile,43,3,2025-03-10,Individual,Credit Card,Active,
LOG_102830,USR_0162,2025-05-25,Mobile,34,1,2025-03-10,Individual,Credit Card,Active,
LOG_102831,USR_0162,2025-05-29,Mobile,272,2,2025-03-10,Individual,Credit Card,Active,
LOG_102832,USR_0162,2025-06-02,Mobile,31,3,2025-03-10,Individual,Credit Card,Active,
LOG_102833,USR_0162,2025-06-06,Mobile,19,1,2025-03-10,Individual,Credit Card,Active,
LOG_102834,USR_0162,2025-06-10,TV,26,2,2025-03-10,Individual,Credit Card,Active,
LOG_102835,USR_0162,2025-06-14,Mobile,63,6,2025-03-10,Individual,Credit Card,Active,
LOG_102836,USR_0162,2025-06-18,TV,81,0,2025-03-10,Individual,Credit Card,Active,
LOG_102837,USR_0162,2025-06-22,Mobile,111,2,2025-03-10,Individual,Credit Card,Active,
LOG_102838,USR_0162,2025-06-26,Mobile,6,3,2025-03-10,Individual,Credit Card,Active,
LOG_102839,USR_0162,2025-06-30,Mobile,26,4,2025-03-10,Individual,Credit Card,Active,
LOG_102840,USR_0162,2025-07-04,Mobile,22,1,2025-03-10,Individual,Credit Card,Active,
LOG_102841,USR_0162,2025-07-08,Desktop,14,1,2025-03-10,Individual,Credit Card,Active,
LOG_102842,USR_0162,2025-07-12,Mobile,44,3,2025-03-10,Individual,Credit Card,Active,
LOG_102843,USR_0162,2025-07-16,Mobile,76,0,2025-03-10,Individual,Credit Card,Active,
LOG_102844,USR_0162,2025-07-20,Mobile,71,2,2025-03-10,Individual,Credit Card,Active,
LOG_102845,USR_0162,2025-07-24,Mobile,45,3,2025-03-10,Individual,Credit Card,Active,
LOG_102846,USR_0162,2025-07-28,Desktop,55,2,2025-03-10,Individual,Credit Card,Active,
LOG_102847,USR_0163,2025-03-10,Mobile,39,4,2025-03-10,Individual,Credit Card,Active,
LOG_102848,USR_0163,2025-03-14,Mobile,41,0,2025-03-10,Individual,Credit Card,Active,
LOG_102849,USR_0163,2025-03-18,Mobile,11,3,2025-03-10,Individual,Credit Card,Active,
LOG_102850,USR_0163,2025-03-22,Mobile,121,1,2025-03-10,Individual,Credit Card,Active,
LOG_102851,USR_0163,2025-03-26,Mobile,48,3,2025-03-10,Individual,Credit Card,Active,
LOG_102852,USR_0163,2025-03-30,Desktop,100,4,2025-03-10,Individual,Credit Card,Active,
LOG_102853,USR_0163,2025-04-03,Mobile,23,2,2025-03-10,Individual,Credit Card,Active,
LOG_102854,USR_0163,2025-04-07,Desktop,20,6,2025-03-10,Individual,Credit Card,Active,
LOG_102855,USR_0163,2025-04-11,Mobile,47,0,2025-03-10,Individual,Credit Card,Active,
LOG_102856,USR_0163,2025-04-15,Desktop,117,5,2025-03-10,Individual,Credit Card,Active,
LOG_102857,USR_0163,2025-04-19,Mobile,30,2,2025-03-10,Individual,Credit Card,Active,
LOG_102858,USR_0163,2025-04-23,Desktop,107,4,2025-03-10,Individual,Credit Card,Active,
LOG_102859,USR_0163,2025-04-27,Mobile,5,4,2025-03-10,Individual,Credit Card,Active,
LOG_102860,USR_0163,2025-05-01,Mobile,49,3,2025-03-10,Individual,Credit Card,Active,
LOG_102861,USR_0163,2025-05-05,Desktop,14,4,2025-03-10,Individual,Credit Card,Active,
LOG_102862,USR_0163,2025-05-09,Desktop,17,2,2025-03-10,Individual,Credit Card,Active,
LOG_102863,USR_0164,2025-03-11,Desktop,40,1,2025-03-11,Individual,Google Wallet,Canceled,2025-04-17
LOG_102864,USR_0164,2025-03-15,Mobile,20,5,2025-03-11,Individual,Google Wallet,Canceled,2025-04-17
LOG_102865,USR_0164,2025-03-19,Mobile,36,1,2025-03-11,Individual,Google Wallet,Canceled,2025-04-17
LOG_102866,USR_0164,2025-03-23,TV,39,4,2025-03-11,Individual,Google Wallet,Canceled,2025-04-17
LOG_102867,USR_0164,2025-03-27,Mobile,51,0,2025-03-11,Individual,Google Wallet,Canceled,2025-04-17
LOG_102868,USR_0164,2025-03-31,Mobile,27,6,2025-03-11,Individual,Google Wallet,Canceled,2025-04-17
LOG_102869,USR_0164,2025-04-04,TV,86,2,2025-03-11,Individual,Google Wallet,Canceled,2025-04-17
LOG_102870,USR_0164,2025-04-08,Desktop,149,6,2025-03-11,Individual,Google Wallet,Canceled,2025-04-17
LOG_102871,USR_0164,2025-04-12,Desktop,35,2,2025-03-11,Individual,Google Wallet,Canceled,2025-04-17
LOG_102872,USR_0164,2025-04-16,Mobile,53,2,2025-03-11,Individual,Google Wallet,Canceled,2025-04-17
LOG_102873,USR_0165,2025-03-11,Mobile,23,5,2025-03-11,Individual,PayPal,Canceled,2025-08-28
LOG_102874,USR_0165,2025-03-15,TV,34,5,2025-03-11,Individual,PayPal,Canceled,2025-08-28
LOG_102875,USR_0165,2025-03-19,Mobile,25,2,2025-03-11,Individual,PayPal,Canceled,2025-08-28
LOG_102876,USR_0165,2025-03-23,Mobile,118,4,2025-03-11,Individual,PayPal,Canceled,2025-08-28
LOG_102877,USR_0165,2025-03-27,TV,40,3,2025-03-11,Individual,PayPal,Canceled,2025-08-28
LOG_102878,USR_0165,2025-03-31,TV,6,3,2025-03-11,Individual,PayPal,Canceled,2025-08-28
LOG_102879,USR_0165,2025-04-04,Mobile,30,3,2025-03-11,Individual,PayPal,Canceled,2025-08-28
LOG_102880,USR_0165,2025-04-08,Mobile,41,2,2025-03-11,Individual,PayPal,Canceled,2025-08-28
LOG_102881,USR_0165,2025-04-12,Mobile,51,2,2025-03-11,Individual,PayPal,Canceled,2025-08-28
LOG_102882,USR_0165,2025-04-16,Mobile,21,4,2025-03-11,Individual,PayPal,Canceled,2025-08-28
